ID,Date,Feeding_Time,Pellet_Cake,Fish_Prawn,Swimming_Eratically,Body_Coloration,Rubbing,Remarks
MGC6,10/7/22,PM,1,1,0,0,,
MGC1,11/7/22,AM,0,0,0,0,,
MGC1,11/7/22,PM,0,0,0,0,,
MGC2,11/7/22,AM,1,1,0,0,,
MGC2,11/7/22,PM,1,1,0,0,,
MGC3,11/7/22,AM,1,1,0,0,,
MGC3,11/7/22,PM,1,1,0,0,,
MGC4,11/7/22,AM,0,0,0,0,,
MGC4,11/7/22,PM,0,1,0,0,,
MGC5,11/7/22,AM,0,0,0,0,,
MGC5,11/7/22,PM,1,1,0,0,,
MGC6,11/7/22,AM,0,0,0,0,,
MGC6,11/7/22,PM,0,1,0,0,,
MGC1,12/7/22,AM,0,0,0,0,,
MGC1,12/7/22,PM,0,1,0,0,,
MGC2,12/7/22,AM,1,1,0,0,,
MGC2,12/7/22,PM,0,0,0,0,,
MGC3,12/7/22,AM,1,1,0,0,,
MGC3,12/7/22,PM,1,1,0,0,,
MGC4,12/7/22,AM,1,1,0,0,,
MGC4,12/7/22,PM,0,0,0,0,,
MGC5,12/7/22,AM,1,1,0,0,,
MGC5,12/7/22,PM,0,0,0,0,,
MGC6,12/7/22,AM,1,1,0,0,,
MGC6,12/7/22,PM,0,1,0,0,,
MGC1,13/7/22,AM,1,0,0,0,,
MGC1,13/7/22,PM,1,1,0,0,,
MGC2,13/7/22,AM,1,1,0,0,,
MGC2,13/7/22,PM,1,1,0,0,,
MGC3,13/7/22,AM,1,1,0,0,,
MGC3,13/7/22,PM,0,1,0,0,,
MGC4,13/7/22,AM,1,1,0,0,,
MGC4,13/7/22,PM,1,1,0,0,,
MGC5,13/7/22,AM,1,1,0,0,,
MGC5,13/7/22,PM,1,0,0,0,,
MGC6,13/7/22,AM,0,1,0,0,,
MGC6,13/7/22,PM,1,0,0,0,,
MGC1,14/7/22,AM,0,1,0,0,,
MGC1,14/7/22,PM,0,0,0,0,,
MGC2,14/7/22,AM,1,0,0,0,,
MGC2,14/7/22,PM,0,1,0,0,,
MGC3,14/7/22,AM,0,0,0,0,,
MGC3,14/7/22,PM,0,1,0,0,,
MGC4,14/7/22,AM,1,1,0,0,,
MGC4,14/7/22,PM,0,1,0,0,,
MGC5,14/7/22,AM,1,1,1,0,,
MGC5,14/7/22,PM,1,1,0,0,,
MGC6,14/7/22,AM,0,1,0,0,,
MGC6,14/7/22,PM,1,1,0,0,,
MGC1,15/7/22,AM,1,0,0,0,,
MGC1,15/7/22,PM,1,1,0,0,,
MGC2,15/7/22,AM,0,1,0,0,,
MGC2,15/7/22,PM,0,1,0,0,,
MGC3,15/7/22,AM,0,0,0,0,,
MGC3,15/7/22,PM,0,0,0,0,,
MGC4,15/7/22,AM,1,1,0,0,,
MGC4,15/7/22,PM,0,1,0,0,,
MGC5,15/7/22,AM,1,1,0,0,,
MGC5,15/7/22,PM,0,1,0,0,,
MGC6,15/7/22,AM,1,0,0,0,,
MGC6,15/7/22,PM,1,1,0,0,,
MGC1,16/7/22,AM,0,1,0,0,,
MGC1,16/7/22,PM,0,0,0,0,,
MGC2,16/7/22,AM,0,0,0,0,,
MGC2,16/7/22,PM,1,1,0,0,,
MGC3,16/7/22,AM,0,0,0,0,,
MGC3,16/7/22,PM,0,1,0,0,,
MGC4,16/7/22,AM,1,1,0,0,,
MGC4,16/7/22,PM,1,0,0,0,,
MGC5,16/7/22,AM,1,1,0,0,,
MGC5,16/7/22,PM,0,1,0,0,,
MGC6,16/7/22,AM,1,0,0,0,,
MGC6,16/7/22,PM,0,0,0,0,,
MGC1,17/7/22,AM,0,1,0,0,,
MGC1,17/7/22,PM,0,0,0,0,,
MGC2,17/7/22,AM,0,1,0,0,,
MGC2,17/7/22,PM,1,1,0,0,,
MGC3,17/7/22,AM,1,1,0,0,,
MGC3,17/7/22,PM,0,1,0,0,,
MGC4,17/7/22,AM,1,1,0,0,,
MGC4,17/7/22,PM,0,0,0,0,,
MGC5,17/7/22,AM,0,1,0,0,,
MGC5,17/7/22,PM,1,1,0,0,,
MGC6,17/7/22,AM,1,1,0,0,,
MGC6,17/7/22,PM,0,0,0,0,,
MGC1,18/7/22,AM,0,0,0,0,0,
MGC1,18/7/22,PM,0,1,0,0,0,
MGC2,18/7/22,AM,0,0,0,0,0,
MGC2,18/7/22,PM,0,0,0,0,0,
MGC3,18/7/22,AM,0,0,0,0,0,
MGC3,18/7/22,PM,0,1,0,0,0,
MGC4,18/7/22,AM,0,0,0,0,0,
MGC4,18/7/22,PM,0,1,0,0,0,
MGC5,18/7/22,AM,0,0,0,0,0,
MGC5,18/7/22,PM,1,1,0,0,0,
MGC6,18/7/22,AM,0,0,0,0,0,
MGC6,18/7/22,PM,0,1,0,0,0,
MGC1,20/7/22,AM,1,NA,0,0,0,
MGC1,20/7/22,PM,0,0,0,0,,
MGC2,20/7/22,AM,0,1,0,0,,
MGC2,20/7/22,PM,0,1,0,0,,
MGC3,20/7/22,AM,1,1,0,0,,
MGC3,20/7/22,PM,1,1,0,0,,
MGC4,20/7/22,AM,1,1,0,0,,
MGC4,20/7/22,PM,1,1,0,0,,
MGC5,20/7/22,AM,1,1,0,0,,
MGC5,20/7/22,PM,0,0,0,0,,
MGC6,20/7/22,AM,0,1,0,0,,
MGC6,20/7/22,PM,1,1,0,0,,
MGC1,21/7/22,AM,NA,0,0,0,,
MGC1,21/7/22,PM,NA,1,0,0,,
MGC2,21/7/22,AM,NA,0,0,0,,
MGC2,21/7/22,PM,NA,1,0,0,,
MGC3,21/7/22,AM,NA,0,0,0,,
MGC3,21/7/22,PM,NA,1,0,0,,
MGC4,21/7/22,AM,NA,1,0,0,,
MGC4,21/7/22,PM,NA,1,0,0,,
MGC5,21/7/22,AM,NA,1,0,0,,
MGC5,21/7/22,PM,NA,1,0,0,,
MGC6,21/7/22,AM,NA,0,0,0,,
MGC6,21/7/22,PM,NA,1,0,0,,
MGC1,22/7/22,AM,NA,0,0,0,,
MGC1,22/7/22,PM,0,0,0,0,,
MGC2,22/7/22,AM,NA,0,0,0,,
MGC2,22/7/22,PM,1,1,0,0,,
MGC3,22/7/22,AM,NA,1,0,0,,
MGC3,22/7/22,PM,1,1,0,0,,
MGC4,22/7/22,AM,NA,1,0,0,,
MGC4,22/7/22,PM,1,0,0,0,,
MGC5,22/7/22,AM,NA,1,0,0,,
MGC5,22/7/22,PM,0,0,0,0,,
MGC6,22/7/22,AM,NA,1,0,0,,
MGC6,22/7/22,PM,0,1,0,0,,
MGC1,23/7/22,AM,0,1,0,0,,
MGC1,23/7/22,PM,0,1,0,0,,
MGC2,23/7/22,AM,1,1,0,0,,
MGC2,23/7/22,PM,0,1,0,0,,
MGC3,23/7/22,AM,0,1,0,0,,
MGC3,23/7/22,PM,0,1,0,0,,
MGC4,23/7/22,AM,1,1,0,0,,
MGC4,23/7/22,PM,1,1,0,0,,
MGC5,23/7/22,AM,1,1,0,0,,
MGC5,23/7/22,PM,0,1,0,0,,
MGC6,23/7/22,AM,0,1,0,0,,
MGC6,23/7/22,PM,1,1,0,0,,
MGC1,24/7/22,AM,0,0,0,0,,
MGC1,24/7/22,PM,0,0,0,0,,
MGC2,24/7/22,AM,1,1,0,0,,
MGC2,24/7/22,PM,0,0,0,0,,
MGC3,24/7/22,AM,0,1,0,0,,
MGC3,24/7/22,PM,0,1,0,0,,
MGC4,24/7/22,AM,1,1,0,0,,
MGC4,24/7/22,PM,1,1,0,0,,
MGC5,24/7/22,AM,0,1,0,0,,
MGC5,24/7/22,PM,1,1,0,0,,
MGC6,24/7/22,AM,1,0,0,0,,
MGC6,24/7/22,PM,0,0,0,0,,
MGC1,25/7/22,AM,NA,NA,NA,NA,,
MGC1,25/7/22,PM,0,1,0,0,,
MGC2,25/7/22,AM,NA,NA,NA,NA,,
MGC2,25/7/22,PM,0,1,0,0,,
MGC3,25/7/22,AM,NA,NA,NA,NA,,
MGC3,25/7/22,PM,1,1,0,0,,
MGC4,25/7/22,AM,NA,NA,NA,NA,,
MGC4,25/7/22,PM,1,1,0,0,,
MGC5,25/7/22,AM,NA,NA,NA,NA,,
MGC5,25/7/22,PM,0,1,0,0,,
MGC6,25/7/22,AM,NA,NA,NA,NA,,
MGC6,25/7/22,PM,0,1,0,0,,
MGC1,26/7/22,AM,0,0,0,0,,
MGC1,26/7/22,PM,0,0,0,0,,
MGC2,26/7/22,AM,0,0,0,0,,
MGC2,26/7/22,PM,0,1,0,0,,
MGC3,26/7/22,AM,1,1,0,0,,
MGC3,26/7/22,PM,0,1,0,0,,
MGC4,26/7/22,AM,0,1,0,0,,
MGC4,26/7/22,PM,0,1,0,0,,
MGC5,26/7/22,AM,1,0,0,0,,
MGC5,26/7/22,PM,1,1,0,0,,
MGC6,26/7/22,AM,0,0,0,0,,slightly bright
MGC6,26/7/22,PM,1,1,0,0,,
MGC1,27/7/22,AM,0,0,0,0,,
MGC1,27/7/22,PM,0,0,0,0,,
MGC2,27/7/22,AM,0,1,0,0,,
MGC2,27/7/22,PM,0,1,0,0,,
MGC3,27/7/22,AM,0,0,0,0,,
MGC3,27/7/22,PM,0,0,0,0,,
MGC4,27/7/22,AM,1,1,0,0,,
MGC4,27/7/22,PM,1,1,0,0,,
MGC5,27/7/22,AM,0,1,0,0,,
MGC5,27/7/22,PM,1,1,0,0,,
MGC6,27/7/22,AM,1,0,0,0,,
MGC6,27/7/22,PM,1,1,0,0,,
MGC1,28/7/22,AM,0,0,0,0,,
MGC1,28/7/22,PM,0,0,0,0,,
MGC2,28/7/22,AM,0,1,0,0,,
MGC2,28/7/22,PM,1,1,0,0,,
MGC3,28/7/22,AM,0,1,0,0,,
MGC3,28/7/22,PM,0,1,0,0,,
MGC4,28/7/22,AM,1,0,0,0,,
MGC4,28/7/22,PM,1,1,0,0,,
MGC5,28/7/22,AM,1,1,0,0,,
MGC5,28/7/22,PM,0,1,0,0,,
MGC6,28/7/22,AM,1,0,0,0,,
MGC6,28/7/22,PM,0,1,0,0,,
MGC1,29/7/22,AM,0,0,0,0,,
MGC1,29/7/22,PM,0,0,0,0,,
MGC2,29/7/22,AM,0,0,0,0,,
MGC2,29/7/22,PM,0,1,0,0,,
MGC3,29/7/22,AM,1,1,0,0,,
MGC3,29/7/22,PM,1,1,0,0,,
MGC4,29/7/22,AM,1,1,0,0,,
MGC4,29/7/22,PM,0,1,0,0,,
MGC5,29/7/22,AM,1,1,0,0,,
MGC5,29/7/22,PM,0,1,0,0,,
MGC6,29/7/22,AM,1,1,0,0,,
MGC6,29/7/22,PM,0,1,0,0,,
MGC1,30/7/22,AM,0,1,0,0,,
MGC1,30/7/22,PM,0,1,0,0,,
MGC2,30/7/22,AM,1,1,0,0,,
MGC2,30/7/22,PM,0,0,0,0,,
MGC3,30/7/22,AM,1,1,0,0,,
MGC3,30/7/22,PM,0,0,0,0,,
MGC4,30/7/22,AM,1,0,0,0,,
MGC4,30/7/22,PM,1,1,0,0,,
MGC5,30/7/22,AM,1,1,0,0,,
MGC5,30/7/22,PM,1,1,0,0,,
MGC6,30/7/22,AM,0,1,0,0,,
MGC6,30/7/22,PM,0,1,0,0,,
MGC1,31/7/22,AM,0,0,0,0,,
MGC1,31/7/22,PM,0,1,0,0,,
MGC2,31/7/22,AM,1,1,0,0,,
MGC2,31/7/22,PM,0,1,0,0,,
MGC3,31/7/22,AM,1,1,0,0,,
MGC3,31/7/22,PM,1,0,0,0,,
MGC4,31/7/22,AM,0,0,0,0,,
MGC4,31/7/22,PM,1,1,0,0,,
MGC5,31/7/22,AM,0,1,0,0,,
MGC5,31/7/22,PM,1,1,0,0,,
MGC6,31/7/22,AM,1,1,0,0,,
MGC6,31/7/22,PM,0,0,0,0,,
MGC1,1/8/22,AM,0,1,0,0,,
MGC1,1/8/22,PM,0,1,0,0,,
MGC2,1/8/22,AM,0,1,0,0,,
MGC2,1/8/22,PM,1,1,0,0,,
MGC3,1/8/22,AM,0,1,0,0,,
MGC3,1/8/22,PM,0,1,0,0,,
MGC4,1/8/22,AM,1,1,0,0,,
MGC4,1/8/22,PM,0,1,0,0,,
MGC5,1/8/22,AM,1,1,0,0,,
MGC5,1/8/22,PM,1,1,0,0,,
MGC6,1/8/22,AM,1,1,0,0,,colour darker
MGC6,1/8/22,PM,0,1,0,0,,
MGC1,2/8/22,AM,NA,NA,NA,NA,,
MGC1,2/8/22,PM,0,1,0,0,,
MGC2,2/8/22,AM,NA,NA,NA,NA,,
MGC2,2/8/22,PM,0,1,0,0,,
MGC3,2/8/22,AM,NA,NA,NA,NA,,
MGC3,2/8/22,PM,1,1,0,0,,
MGC4,2/8/22,AM,NA,NA,NA,NA,,
MGC4,2/8/22,PM,1,1,0,0,,
MGC5,2/8/22,AM,NA,NA,NA,NA,,
MGC5,2/8/22,PM,0,1,0,0,,
MGC6,2/8/22,AM,NA,NA,NA,NA,,
MGC6,2/8/22,PM,0,1,0,0,,
MGC1,3/8/22,AM,0,1,0,0,,
MGC1,3/8/22,PM,0,1,0,0,,
MGC2,3/8/22,AM,0,1,0,0,,
MGC2,3/8/22,PM,0,1,0,0,,
MGC3,3/8/22,AM,0,1,0,0,,
MGC3,3/8/22,PM,0,1,0,0,,
MGC4,3/8/22,AM,0,1,0,0,,
MGC4,3/8/22,PM,1,1,0,0,,
MGC5,3/8/22,AM,1,1,0,0,,
MGC5,3/8/22,PM,1,1,0,0,,
MGC6,3/8/22,AM,0,1,0,0,,slightly bright
MGC6,3/8/22,PM,1,1,0,0,,
MGC1,4/8/22,AM,NA,NA,NA,NA,,
MGC1,4/8/22,PM,1,1,0,0,,
MGC2,4/8/22,AM,NA,NA,NA,NA,,
MGC2,4/8/22,PM,1,1,0,0,,
MGC3,4/8/22,AM,NA,NA,NA,NA,,
MGC3,4/8/22,PM,1,1,0,0,,
MGC4,4/8/22,AM,NA,NA,NA,NA,,
MGC4,4/8/22,PM,0,1,0,0,,
MGC5,4/8/22,AM,NA,NA,NA,NA,,
MGC5,4/8/22,PM,0,1,0,0,,
MGC6,4/8/22,AM,NA,NA,NA,NA,,
MGC6,4/8/22,PM,1,1,0,0,,darker
MGC1,5/8/22,AM,0,1,0,0,,
MGC1,5/8/22,PM,0,1,0,0,,
MGC2,5/8/22,AM,1,1,0,0,,
MGC2,5/8/22,PM,1,1,0,0,,
MGC3,5/8/22,AM,1,1,0,0,,
MGC3,5/8/22,PM,1,1,0,0,,
MGC4,5/8/22,AM,0,1,0,0,,
MGC4,5/8/22,PM,1,1,0,0,,
MGC5,5/8/22,AM,1,1,0,0,,
MGC5,5/8/22,PM,1,1,0,0,,
MGC6,5/8/22,AM,1,1,0,0,,
MGC6,5/8/22,PM,1,1,0,0,,
MGC1,6/8/22,AM,0,0,0,0,,
MGC1,6/8/22,PM,0,1,0,0,,
MGC2,6/8/22,AM,0,1,0,0,,
MGC2,6/8/22,PM,0,1,0,0,,
MGC3,6/8/22,AM,1,1,0,0,,
MGC3,6/8/22,PM,0,1,0,0,,
MGC4,6/8/22,AM,1,1,0,0,,
MGC4,6/8/22,PM,1,1,0,0,,
MGC5,6/8/22,AM,1,1,0,0,,
MGC5,6/8/22,PM,1,1,0,0,,
MGC6,6/8/22,AM,0,0,0,0,,
MGC6,6/8/22,PM,0,0,0,0,,
MGC1,7/8/22,AM,0,0,0,0,,
MGC1,7/8/22,PM,0,0,0,0,,
MGC2,7/8/22,AM,1,1,0,0,,
MGC2,7/8/22,PM,1,1,0,0,,
MGC3,7/8/22,AM,0,1,0,0,,
MGC3,7/8/22,PM,0,1,0,0,,
MGC4,7/8/22,AM,1,1,0,0,,
MGC4,7/8/22,PM,1,1,0,0,,
MGC5,7/8/22,AM,0,1,0,0,,
MGC5,7/8/22,PM,0,1,0,0,,
MGC6,7/8/22,AM,0,1,0,0,,
MGC6,7/8/22,PM,0,1,0,0,,
MGC1,8/8/22,AM,0,1,0,0,,
MGC1,8/8/22,PM,0,1,0,0,,
MGC2,8/8/22,AM,0,1,0,0,,
MGC2,8/8/22,PM,0,1,0,0,,
MGC3,8/8/22,AM,1,1,0,0,,
MGC3,8/8/22,PM,1,1,0,0,,
MGC4,8/8/22,AM,0,1,0,0,,
MGC4,8/8/22,PM,1,1,0,0,,
MGC5,8/8/22,AM,1,1,0,0,,
MGC5,8/8/22,PM,1,1,0,0,,
MGC6,8/8/22,AM,1,1,0,0,,darker
MGC6,8/8/22,PM,0,0,0,0,,darker
MGC1,9/8/22,AM,1,1,0,0,,
MGC1,9/8/22,PM,0,1,0,0,,
MGC2,9/8/22,AM,0,1,0,0,,darker
MGC2,9/8/22,PM,1,1,0,0,,darker
MGC3,9/8/22,AM,0,1,0,0,,
MGC3,9/8/22,PM,0,1,0,0,,
MGC4,9/8/22,AM,1,1,0,0,,
MGC4,9/8/22,PM,1,1,0,0,,
MGC5,9/8/22,AM,1,1,0,0,,
MGC5,9/8/22,PM,0,1,0,0,,
MGC6,9/8/22,AM,1,0,0,0,,darker
MGC6,9/8/22,PM,1,1,0,0,,darker
MGC1,10/8/22,AM,1,0,0,0,,
MGC1,10/8/22,PM,0,1,0,0,,
MGC2,10/8/22,AM,1,1,0,0,,
MGC2,10/8/22,PM,1,1,0,0,,
MGC3,10/8/22,AM,1,1,0,0,,
MGC3,10/8/22,PM,1,1,0,0,,
MGC4,10/8/22,AM,1,1,0,0,,
MGC4,10/8/22,PM,1,1,0,0,,
MGC5,10/8/22,AM,0,1,0,0,,
MGC5,10/8/22,PM,1,1,0,0,,
MGC6,10/8/22,AM,1,1,0,0,,
MGC6,10/8/22,PM,1,0,0,0,,
MGC1,11/8/22,AM,0,0,0,0,,slightly darker
MGC1,11/8/22,PM,0,1,0,0,,
MGC2,11/8/22,AM,0,0,0,0,,
MGC2,11/8/22,PM,0,0,0,0,,
MGC3,11/8/22,AM,1,1,0,0,,
MGC3,11/8/22,PM,1,1,0,0,,
MGC4,11/8/22,AM,1,1,0,0,,
MGC4,11/8/22,PM,1,1,0,0,,
MGC5,11/8/22,AM,1,1,0,0,,
MGC5,11/8/22,PM,1,1,0,0,,
MGC6,11/8/22,AM,0,0,0,0,,
MGC6,11/8/22,PM,1,0,0,0,,
MGC1,12/8/22,AM,0,0,0,0,,
MGC1,12/8/22,PM,1,1,0,0,,
MGC2,12/8/22,AM,0,0,0,0,,
MGC2,12/8/22,PM,0,0,0,0,,
MGC3,12/8/22,AM,1,1,0,0,,
MGC3,12/8/22,PM,1,1,0,0,,
MGC4,12/8/22,AM,1,1,0,0,,
MGC4,12/8/22,PM,0,1,0,0,,
MGC5,12/8/22,AM,1,1,0,0,,
MGC5,12/8/22,PM,1,1,0,0,,
MGC6,12/8/22,AM,0,0,0,0,,
MGC6,12/8/22,PM,0,0,0,0,,
MGC1,13/8/22,AM,0,1,0,0,,
MGC1,13/8/22,PM,0,1,0,0,,
MGC2,13/8/22,AM,1,1,0,0,,
MGC2,13/8/22,PM,1,1,0,0,,
MGC3,13/8/22,AM,1,1,0,0,,
MGC3,13/8/22,PM,0,1,0,0,,
MGC4,13/8/22,AM,1,1,0,0,,
MGC4,13/8/22,PM,1,1,0,0,,
MGC5,13/8/22,AM,0,1,0,0,,
MGC5,13/8/22,PM,1,1,0,0,,
MGC6,13/8/22,AM,1,1,0,0,,
MGC6,13/8/22,PM,0,1,0,0,,
MGC1,14/8/22,AM,1,1,0,0,,
MGC1,14/8/22,PM,1,1,0,0,,
MGC2,14/8/22,AM,1,1,0,0,,
MGC2,14/8/22,PM,0,1,0,0,,
MGC3,14/8/22,AM,1,1,0,0,,
MGC3,14/8/22,PM,1,1,0,0,,
MGC4,14/8/22,AM,1,1,0,0,,
MGC4,14/8/22,PM,1,1,0,0,,
MGC5,14/8/22,AM,0,1,0,0,,
MGC5,14/8/22,PM,0,1,0,0,,
MGC6,14/8/22,AM,0,1,0,0,,
MGC6,14/8/22,PM,0,1,0,0,,
MGC1,15/8/22,AM,1,1,0,0,,
MGC1,15/8/22,PM,1,1,0,0,,
MGC2,15/8/22,AM,0,1,0,0,,
MGC2,15/8/22,PM,0,1,0,0,,
MGC3,15/8/22,AM,1,1,0,0,,
MGC3,15/8/22,PM,1,1,0,0,,
MGC4,15/8/22,AM,1,0,0,0,,
MGC4,15/8/22,PM,1,0,0,0,,
MGC5,15/8/22,AM,0,0,0,0,,
MGC5,15/8/22,PM,1,0,0,0,,
MGC6,15/8/22,AM,0,1,0,0,,
MGC6,15/8/22,PM,1,1,0,0,,
MGC1,16/8/22,AM,0,1,0,0,,
MGC1,16/8/22,PM,0,1,0,0,,
MGC2,16/8/22,AM,0,0,0,0,,
MGC2,16/8/22,PM,1,1,0,0,,
MGC3,16/8/22,AM,1,1,0,0,,
MGC3,16/8/22,PM,1,1,0,0,,
MGC4,16/8/22,AM,1,1,0,0,,
MGC4,16/8/22,PM,1,1,0,0,,
MGC5,16/8/22,AM,1,1,0,0,,
MGC5,16/8/22,PM,1,1,0,0,,
MGC6,16/8/22,AM,1,1,0,0,,
MGC6,16/8/22,PM,1,0,0,0,,
MGC1,17/8/22,AM,0,1,0,0,,
MGC1,17/8/22,PM,1,1,0,0,,
MGC2,17/8/22,AM,0,1,0,0,,
MGC2,17/8/22,PM,1,1,0,0,,
MGC3,17/8/22,AM,0,1,0,0,,
MGC3,17/8/22,PM,1,1,0,0,,
MGC4,17/8/22,AM,1,1,0,0,,
MGC4,17/8/22,PM,1,1,0,0,,
MGC5,17/8/22,AM,0,0,0,0,,
MGC5,17/8/22,PM,1,1,0,0,,
MGC6,17/8/22,AM,0,0,0,0,,
MGC6,17/8/22,PM,1,0,0,0,,
MGC1,18/8/22,AM,0,1,0,0,,
MGC1,18/8/22,PM,0,1,0,0,,
MGC2,18/8/22,AM,1,1,0,0,,
MGC2,18/8/22,PM,0,1,0,0,,
MGC3,18/8/22,AM,0,1,0,0,,
MGC3,18/8/22,PM,0,1,0,0,,
MGC4,18/8/22,AM,1,1,0,0,,
MGC4,18/8/22,PM,0,1,0,0,,
